First Name,Last Name,Email Address,Student ID,phone #
Amanda,Allan,amanda.allan@coloradocollege.edu,347939,4318523518
Justin,King,justin.king@coloradocollege.edu,799224,3485400365
Rachel,Bower,rachel.bower@coloradocollege.edu,250074,8141738041
Keith,Mathis,keith.mathis@coloradocollege.edu,205292,6277521389
William,McLean,william.mclean@coloradocollege.edu,215597,3699657108
Michael,Manning,michael.manning@coloradocollege.edu,219258,5020638155
Carol,Slater,carol.slater@coloradocollege.edu,760575,8270970662
Mary,Hart,mary.hart@coloradocollege.edu,878657,1963478810
Jacob,Piper,jacob.piper@coloradocollege.edu,738031,9935724904
James,Ellison,james.ellison@coloradocollege.edu,941451,2163764666
Sonia,Quinn,sonia.quinn@coloradocollege.edu,800118,7257585931
Eric,Ferguson,eric.ferguson@coloradocollege.edu,968757,2835746520
Amanda,Morgan,amanda.morgan@coloradocollege.edu,431913,4609925984
Alexander,Cornish,alexander.cornish@coloradocollege.edu,328872,3981658151
Dan,Springer,dan.springer@coloradocollege.edu,767020,3794136634
Bernadette,Stewart,bernadette.stewart@coloradocollege.edu,541700,3616812780
Rachel,Harris,rachel.harris@coloradocollege.edu,209431,5400285273
Warren,Clark,warren.clark@coloradocollege.edu,331283,9631031727
Ava,Coleman,ava.coleman@coloradocollege.edu,400477,9979610634
Justin,Ellison,justin.ellison@coloradocollege.edu,455569,1278827648
Sue,Davies,sue.davies@coloradocollege.edu,896799,7848832372
Evan,Cameron,evan.cameron@coloradocollege.edu,468116,2522536000
Deirdre,Alsop,deirdre.alsop@coloradocollege.edu,437000,2974672201
Stephanie,Howard,stephanie.howard@coloradocollege.edu,165629,7362270764
Hannah,Forsyth,hannah.forsyth@coloradocollege.edu,842880,6083396807
Vanessa,Knox,vanessa.knox@coloradocollege.edu,109121,4472666945
Caroline,Davies,caroline.davies@coloradocollege.edu,681854,5684275211
Ava,Glover,ava.glover@coloradocollege.edu,302273,4200634761
Heather,Arnold,heather.arnold@coloradocollege.edu,680073,6674785486
Jennifer,Gibson,jennifer.gibson@coloradocollege.edu,218993,5749996791
Joshua,McDonald,joshua.mcdonald@coloradocollege.edu,926194,8999962354
Andrew,Forsyth,andrew.forsyth@coloradocollege.edu,682418,5555589221
Sean,Quinn,sean.quinn@coloradocollege.edu,157459,6408797216
Megan,Ball,megan.ball@coloradocollege.edu,940142,3487479135
Madeleine,Short,madeleine.short@coloradocollege.edu,241800,7339109928
Carl,Roberts,carl.roberts@coloradocollege.edu,562484,8810148902
Emily,Reid,emily.reid@coloradocollege.edu,860303,2593595712
Nathan,Payne,nathan.payne@coloradocollege.edu,237910,4911885986
Jane,Avery,jane.avery@coloradocollege.edu,637624,2261031624
Anthony,Butler,anthony.butler@coloradocollege.edu,315032,7304513036
Theresa,Anderson,theresa.anderson@coloradocollege.edu,491480,7763328028
Rachel,MacDonald,rachel.macdonald@coloradocollege.edu,971653,3668141726
Joanne,MacDonald,joanne.macdonald@coloradocollege.edu,674702,9007726369
Piers,Walsh,piers.walsh@coloradocollege.edu,909956,7442568337
Gabrielle,Johnston,gabrielle.johnston@coloradocollege.edu,414161,3928137404
Bella,Butler,bella.butler@coloradocollege.edu,485125,5351515798
Katherine,Parr,katherine.parr@coloradocollege.edu,466296,8310251724
Carl,Martin,carl.martin@coloradocollege.edu,715835,4703319702
James,Rutherford,james.rutherford@coloradocollege.edu,899483,8267025497
Anne,Nolan,anne.nolan@coloradocollege.edu,331044,9092068607
Melanie,Lawrence,melanie.lawrence@coloradocollege.edu,617578,7412401060
Fiona,Short,fiona.short@coloradocollege.edu,194229,3184744226
Benjamin,Chapman,benjamin.chapman@coloradocollege.edu,206529,8291182563
Carl,Duncan,carl.duncan@coloradocollege.edu,600485,2251215270
Isaac,Brown,isaac.brown@coloradocollege.edu,405739,2034789920
Liam,Brown,liam.brown@coloradocollege.edu,968462,2048137465
David,Henderson,david.henderson@coloradocollege.edu,470260,2564543840
Audrey,Wilson,audrey.wilson@coloradocollege.edu,250659,9414378737
Keith,Graham,keith.graham@coloradocollege.edu,275592,2707514894
Jan,Russell,jan.russell@coloradocollege.edu,685787,4258663132
Rebecca,Peters,rebecca.peters@coloradocollege.edu,406721,2763460297
Steven,Forsyth,steven.forsyth@coloradocollege.edu,801825,8106932061
Julia,Rutherford,julia.rutherford@coloradocollege.edu,746995,8670955306
Boris,Forsyth,boris.forsyth@coloradocollege.edu,615258,4161358450
Joe,Young,joe.young@coloradocollege.edu,751708,2782270973
Kevin,Alsop,kevin.alsop@coloradocollege.edu,343029,5810097178
Amanda,Wallace,amanda.wallace@coloradocollege.edu,448415,9283277746
Steven,Fisher,steven.fisher@coloradocollege.edu,342062,1652173082
Alan,Bell,alan.bell@coloradocollege.edu,829879,7862045627
William,Morgan,william.morgan@coloradocollege.edu,427546,9160600159
Molly,Johnston,molly.johnston@coloradocollege.edu,801689,9717423357
Sophie,Hamilton,sophie.hamilton@coloradocollege.edu,268374,8557875168
Karen,Ince,karen.ince@coloradocollege.edu,262928,4612448948
Kylie,Ince,kylie.ince@coloradocollege.edu,829218,6187852824
John,Greene,john.greene@coloradocollege.edu,845532,3473322153
Nicholas,Hudson,nicholas.hudson@coloradocollege.edu,251662,1223717983
Emma,Vaughan,emma.vaughan@coloradocollege.edu,130095,2769915117
Michelle,Hunter,michelle.hunter@coloradocollege.edu,965872,4472223759
Edward,Manning,edward.manning@coloradocollege.edu,816286,4766397270
Tim,Edmunds,tim.edmunds@coloradocollege.edu,393923,2322401912
Yvonne,Ince,yvonne.ince@coloradocollege.edu,798894,3642438749
Robert,Metcalfe,robert.metcalfe@coloradocollege.edu,512107,3571696898
Claire,Paige,claire.paige@coloradocollege.edu,996948,7392627272
Leonard,MacDonald,leonard.macdonald@coloradocollege.edu,364658,5447115319
Diane,Brown,diane.brown@coloradocollege.edu,498935,9197134656
Lucas,Dyer,lucas.dyer@coloradocollege.edu,925828,7027346220
Jane,Hughes,jane.hughes@coloradocollege.edu,815732,9584444492
Jonathan,McLean,jonathan.mclean@coloradocollege.edu,875976,4894767800
Jasmine,Mackay,jasmine.mackay@coloradocollege.edu,995343,8608535153
Isaac,Bond,isaac.bond@coloradocollege.edu,222673,1704491000
Pippa,Newman,pippa.newman@coloradocollege.edu,861110,6590822869
Sue,Wright,sue.wright@coloradocollege.edu,793942,5920393269
Cameron,Ince,cameron.ince@coloradocollege.edu,804876,9056909299
Frank,Newman,frank.newman@coloradocollege.edu,571969,4445402767
Sean,May,sean.may@coloradocollege.edu,870949,1218050516
Claire,McGrath,claire.mcgrath@coloradocollege.edu,731876,7288763741
Alison,Campbell,alison.campbell@coloradocollege.edu,755206,1511774397
Natalie,James,natalie.james@coloradocollege.edu,545746,5381190371
Sonia,Parsons,sonia.parsons@coloradocollege.edu,279390,7542420976
Jake,Mackenzie,jake.mackenzie@coloradocollege.edu,684063,6425766717
Yvonne,Kelly,yvonne.kelly@coloradocollege.edu,801229,1433522682
Dan,Churchill,dan.churchill@coloradocollege.edu,934093,3683857201
Stephanie,Marshall,stephanie.marshall@coloradocollege.edu,399474,3670321106
Ryan,Martin,ryan.martin@coloradocollege.edu,376490,2574645203
Nicholas,King,nicholas.king@coloradocollege.edu,819002,6646222947
Jasmine,Parsons,jasmine.parsons@coloradocollege.edu,908402,4189287526
John,Lewis,john.lewis@coloradocollege.edu,988918,8465394411
Lisa,Bailey,lisa.bailey@coloradocollege.edu,752711,8599864453
Samantha,Hodges,samantha.hodges@coloradocollege.edu,314885,7502085243
Ian,Mitchell,ian.mitchell@coloradocollege.edu,452541,8100411619
Cameron,Walsh,cameron.walsh@coloradocollege.edu,673091,2850500150
William,Knox,william.knox@coloradocollege.edu,298033,7894312622
Sebastian,Quinn,sebastian.quinn@coloradocollege.edu,238656,3209080608
Nicola,Hill,nicola.hill@coloradocollege.edu,778279,3180186974
Trevor,Russell,trevor.russell@coloradocollege.edu,354243,6723765249
Dan,Sanderson,dan.sanderson@coloradocollege.edu,538346,3063426603
Owen,Abraham,owen.abraham@coloradocollege.edu,815372,6402421330
Alexandra,Hunter,alexandra.hunter@coloradocollege.edu,276374,2051341075
Lauren,Anderson,lauren.anderson@coloradocollege.edu,506473,6489670121
Caroline,Ogden,caroline.ogden@coloradocollege.edu,881181,6138618427
Ella,Fraser,ella.fraser@coloradocollege.edu,933454,4448280549
Ella,Paterson,ella.paterson@coloradocollege.edu,988702,4804204036
John,Paterson,john.paterson@coloradocollege.edu,596068,2104042782
Ruth,Carr,ruth.carr@coloradocollege.edu,206288,1588028143
Caroline,Howard,caroline.howard@coloradocollege.edu,893903,4848213004
Ryan,Lambert,ryan.lambert@coloradocollege.edu,168987,9178613871
Grace,Davidson,grace.davidson@coloradocollege.edu,778694,5225868480
Christian,Sharp,christian.sharp@coloradocollege.edu,968634,5802190613
Carol,Wilson,carol.wilson@coloradocollege.edu,584542,5664839570
Anthony,Clarkson,anthony.clarkson@coloradocollege.edu,271156,1834667380
Amelia,Hamilton,amelia.hamilton@coloradocollege.edu,494347,8273892071
Carolyn,Berry,carolyn.berry@coloradocollege.edu,505737,6245975362
Paul,Rees,paul.rees@coloradocollege.edu,525914,1735564725
Trevor,Smith,trevor.smith@coloradocollege.edu,977897,6478331803
Dan,Ball,dan.ball@coloradocollege.edu,303282,5468825096
Caroline,Powell,caroline.powell@coloradocollege.edu,485002,6633470182
Austin,Thomson,austin.thomson@coloradocollege.edu,625372,7495661916
Charles,Forsyth,charles.forsyth@coloradocollege.edu,917469,4340596892
Megan,Metcalfe,megan.metcalfe@coloradocollege.edu,819013,9662715742
Ian,Allan,ian.allan@coloradocollege.edu,719854,1023532409
Oliver,Jones,oliver.jones@coloradocollege.edu,366131,5118512494
Max,Turner,max.turner@coloradocollege.edu,675856,6945963635
Ruth,Reid,ruth.reid@coloradocollege.edu,217024,8445612341
Richard,Forsyth,richard.forsyth@coloradocollege.edu,292003,2484967806
Tim,Skinner,tim.skinner@coloradocollege.edu,625155,5172413431
Angela,Hudson,angela.hudson@coloradocollege.edu,639892,3893236803
Penelope,Abraham,penelope.abraham@coloradocollege.edu,339297,5493105180
Lisa,Hodges,lisa.hodges@coloradocollege.edu,664780,4721423701
Simon,Wilson,simon.wilson@coloradocollege.edu,910499,2925705306
Nicola,Ince,nicola.ince@coloradocollege.edu,294560,3572403948
Tracey,Davies,tracey.davies@coloradocollege.edu,876947,4888456872
Anna,McLean,anna.mclean@coloradocollege.edu,547580,4747261090
Connor,Bell,connor.bell@coloradocollege.edu,575915,6046871062
Blake,Cornish,blake.cornish@coloradocollege.edu,322000,7221649224
Gordon,Ferguson,gordon.ferguson@coloradocollege.edu,637875,5329125092
Vanessa,Lambert,vanessa.lambert@coloradocollege.edu,907475,7620654447
Dominic,Simpson,dominic.simpson@coloradocollege.edu,628969,6852664708
Tracey,Clark,tracey.clark@coloradocollege.edu,222359,1722520085
Robert,Stewart,robert.stewart@coloradocollege.edu,677934,1213984852
Alan,Mitchell,alan.mitchell@coloradocollege.edu,959484,1460211571
Stewart,Morrison,stewart.morrison@coloradocollege.edu,524737,6087272766
Theresa,McDonald,theresa.mcdonald@coloradocollege.edu,210648,9348788175
Zoe,Gill,zoe.gill@coloradocollege.edu,241483,6237035527
Austin,Paterson,austin.paterson@coloradocollege.edu,292819,3136028474
Mary,Watson,mary.watson@coloradocollege.edu,141772,4224442439
Megan,Churchill,megan.churchill@coloradocollege.edu,229354,4634547040
Neil,Kelly,neil.kelly@coloradocollege.edu,870828,7174158090
Eric,Knox,eric.knox@coloradocollege.edu,640363,3774310654
Jack,Walsh,jack.walsh@coloradocollege.edu,209901,3410701147
Dominic,Turner,dominic.turner@coloradocollege.edu,547337,9262074978
Joanne,Bailey,joanne.bailey@coloradocollege.edu,803936,8597309146
Audrey,Fisher,audrey.fisher@coloradocollege.edu,561966,7635828647
Diane,Wilson,diane.wilson@coloradocollege.edu,481347,8928124926
Victoria,Ince,victoria.ince@coloradocollege.edu,275351,8582591943
Steven,MacDonald,steven.macdonald@coloradocollege.edu,207079,7277508098
Natalie,Churchill,natalie.churchill@coloradocollege.edu,567211,5235708870
Anna,Rutherford,anna.rutherford@coloradocollege.edu,880830,4244477693
Megan,Mitchell,megan.mitchell@coloradocollege.edu,633660,7516659898
Tracey,Avery,tracey.avery@coloradocollege.edu,203436,5086272793
Alexandra,Hardacre,alexandra.hardacre@coloradocollege.edu,898372,9867701904
Victor,Russell,victor.russell@coloradocollege.edu,738885,8611834984
Irene,Short,irene.short@coloradocollege.edu,441720,2554303752
Megan,Clark,megan.clark@coloradocollege.edu,465806,6571865473
Una,Nash,una.nash@coloradocollege.edu,895469,7453579737
Diana,McDonald,diana.mcdonald@coloradocollege.edu,703590,7119425356
Gabrielle,Alsop,gabrielle.alsop@coloradocollege.edu,541925,9076386120
John,Harris,john.harris@coloradocollege.edu,861690,1172665907
Leonard,Lee,leonard.lee@coloradocollege.edu,246681,8144495440
